0.33132,0.06820,-0.01108,0.05869,0.12954
0.06820,0.08833,0.00809,0.00591,0.10658
-0.01108,0.00809,0.04133,0.02801,0.02390
0.05869,0.00591,0.02801,0.17835,-0.02221
0.12954,0.10658,0.02390,-0.02221,0.41798
